HITID,index,comment_index,comments,keys,Worker1,Answer1,Worker2,Answer2,Worker3,Answer3,Worker4,Answer4,Worker5,Answer5,Avg,Date
3ZQA3IO31BRIMLPWMDCI61WDJF0O10,567,117,"Opened, inspected and complaints for me so far since there isnt really anything positive to write about because I didnt use it, lol sorry The On  Off switch is really stiff, should loosen it up a bit more on the next generation or perhaps a push button. I mean, its really really stiff. I had to put a bit of force into it, did it on and off about 50 times but its still really stiff to the point that my fingers got red. The charger makes a hissing sound and for me, this is uncomfortable even if its safe. Its the electrical hiss",601599119,A1T79J0XQXDDGC,-1,A1V6P1ZE6Q8YEW,-1,A9K0CV70JWG1W,-2,AQR70X1KIOP6B,-1,AXMPSUNKUBEIL,-1,-1.2,2015-06-15 08:09:33 UTC
386T3MLZLNVFU4HYJDJMVAN3ZIQ80E,499,7,"WARNING This project raised 80 of the funds on March 31st from only 45 backers. The creator has confirmed through the previous comments and through a personal message that the funds were raised from investing partners which joined the company. This is clearly prohibited by the Kickstarter rules Project creators keep 100 ownership of their work, and Kickstarter cannot be used to offer equity, financial returns, or to solicit loans. This project should be suspended.",525023554,A1T79J0XQXDDGC,-2,A1V6P1ZE6Q8YEW,-1,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,-1,AXMPSUNKUBEIL,-1,-1.2,2015-06-15 08:28:00 UTC
36MUZ9VAE62Q2PSJ8STH2R384AXDEB,417,97,By the time this ships i will have my ipad3.. Boooooohooooooo. How long before we see a upgrade kit with the parts changed for the new ipad profile Im really bummed.,434404729,A18JA2145UWXG,-1,A1T79J0XQXDDGC,-2,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,-2,-1.2,2015-06-15 07:54:25 UTC
3SBNLSTU6U5ODKJF4F7UN14QSG6DZH,789,32,"Ian  I have no reason to lie. I believe you took money in order to fund a project that you never intended to deliver  come on. Your comments are getting ridiculous. Please allow me to save you the trouble of filing your 6 claim with Amazon and just let me send it to you. As I have stated numerous times before, I am truly sorry that even one person is dissatisfied with the eBook. That is why Im updating and I will keep adding content until Im convinced that Ive been fair to all 500 backers. Im not sure why youre so adamant about aggressively coming down on my project. You werent happy with the delivered product and that is your prerogative, just as it is everyone elses. Im working on turning that around but Im at the point where Im not interested in dealing with you anymore. Youre saying things for the sole purpose of being an ass.",853282209,A1T79J0XQXDDGC,-2,A1V6P1ZE6Q8YEW,-1,A291KO368YRYCR,-1,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,-2,-1.2,2015-06-15 08:39:14 UTC
3SV8KD29L4SWRQPPWWTHREZGCP2ZKF,29,28,"Ismadi Are you talking to me, I have no clue what your saying So you had good service What I dont care anyway... I just want this battery company to realize that costumer service is an integral part of having a successful business, and so far they get a thumbs down.",26443598,A16U1L4R6WV5G2,-2,A1T79J0XQXDDGC,-2,A9K0CV70JWG1W,-1,ANMWPCK7TJMZ8,0,AXMPSUNKUBEIL,-1,-1.2,2015-06-15 07:47:13 UTC
33EEIIWHK771T9IA84OB2UYTNKPQVZ,741,231,"Two things. 1. If the creator had responded honestly to all of the valid questions asked here, I would have no problems with this project for example, discrepancies in statements they have made about the delays. However, they have chosen not to. 2. The idea of comparing speakers by filming a video of them playing is flawed. Would you choose which new TV to buy by watching a video comparing possible purchases on your current TV No, because that would be a stupid thing to do.",814709614,A32QBXDPHHSTOD,-2,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,0,AQR70X1KIOP6B,-2,AXMPSUNKUBEIL,-1,-1.2,2015-06-15 08:20:14 UTC
3Z33IC0JC0MV1A1OR2DPGZ84DKLV9I,885,53,"While it might be fine with the Kickstarter guidelines I havent read them, I must say that I agree with Paul Dutch. Personally, I dont oppose animal testing or using animals for genuine research, but I just dont think mutilating animals even cockroaches to play with is right, much less encouraging and enabling others to do so! If the funding was to do focused research involving the same technology, Id be fine with that, but this is just turning a live animal into a mutilated cyborg toy for commercial gain. It genuinely makes me feel sick in the stomach, and has very much changed my feelings towards Kickstarter as a whole. I wouldnt be able to sleep if I didnt say something. This isnt science at all. This is the equivalent of removing a flys wings to watch it wander hopelessly in frustration until it eventually dies, only in this case much more bizarre. Reiterating the fact that there is no proven painfear response is the equivalent of saying its ok to rape someone while theyre in a coma because they cant tell you to stop. I do have some respect for Kickstarters rules only because of the many brilliant projects they help fund and as such, I do not at this stage intend to withdraw my pledge I may change my mind, but Im not sure if I can withdraw it anyway. I feel as though the onlypledgerscancomment rule forces us to stand alone and face a wall of opposition when we really do have a lot of support in the wider community I would be surprised if the majority of people are comfortable with this type of product. I have read your page on ethics, which I find dances around the topic by way of either answering questions with statements that equate to it is neither proven nor disproven so therefore we are right or misrepresenting education as research. When I was at high school, in science class we were explicitly taught NOT to experiment on live animals. We performed dissections but this was on pieces of animals which had already been killed for other purposes meat. As somebody taught by the Australian public education system, I am deeply disturbed to hear that other institutions do not share these ethical concerns. If there is anything to be learnt from this kind of experimentation, why cant it be learnt once, in a lab, and reproduced only as necessary to validate or build on the results, rather than commercialised as a gimmick If the road to hell is paved with good intentions, then where does the road made of aimlessly mutilated animals lead If this is not of ethical concern to Kickstarter, then what is In summary, I dont care what you do on what animals in your own lab, but using a medium like Kickstarter to aid and encourage others in the seemingly pointless mutilation of animals especially in the name of science is simply wrong, and I am completely opposed to this. PS I will also be lodging a complaint with Kickstarter itself. Also, for the record, I hate cockroaches, Im not doing this just for them but for the credibility of Kickstarter and the scientific and education communities, as well as out of fear of what might come next if this project is a success.",944294769,A1V6P1ZE6Q8YEW,-2,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,-1,AKJ8CNFZH73K6,0,AXMPSUNKUBEIL,-2,-1.2,2015-06-15 08:19:20 UTC
3KLL7H3EGD1OGGJ7PE1HTG6SWXTHVU,82,29,Refund please. Waited long enough.,81256561,A1PE0077HI218F,1,A32QBXDPHHSTOD,-2,A9K0CV70JWG1W,-2,AKJ8CNFZH73K6,-1,AQR70X1KIOP6B,-2,-1.2,2015-06-15 08:19:37 UTC
3ICOHX7ENCBW35RPWG5MNKJPALOE0J,791,12,Gio You are asking KS for help...might as well go piss in the wind....,854672865,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,-1,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,-2,AQR70X1KIOP6B,-2,-1.2,2015-06-15 08:07:41 UTC
3RBI0I35XE3QQ27DF4ZZWL9CV9DY3D,97,9,"Hi, I would like to receive one that works, never worked from day one. I sent email on website, never got an answer...Not a very good start I would say with your company. Please send me a new one, a working one. Stephan",96886429,A1T79J0XQXDDGC,-2,A1V6P1ZE6Q8YEW,0,A2RD843ESYKRP2,-1,A9K0CV70JWG1W,-1,AXMPSUNKUBEIL,-1,-1,2015-06-15 07:48:44 UTC
35O6H0UNLSG39SZI7NMP1VS8W1V5JG,501,53,my pledge is 138 why did not refund my money,526553554,A1T79J0XQXDDGC,-1,A1V6P1ZE6Q8YEW,-1,A32QBXDPHHSTOD,-2,A9K0CV70JWG1W,-1,AXMPSUNKUBEIL,0,-1,2015-06-15 07:39:44 UTC
3AJA9FLWSCYZGE81VHEYB64L8GKIF0,680,8,David check out your contribution now you got over 12000 from your existing devoted backers ... and that is only out of a 1comment that does not go as an email... That means alot and I think you can make it happen if you send an update !!! Not a single update since you launched! Bad marketing ... Common just send an update  NOT A COMMENT thanking all those faithful Backers and ask them to share the project ... and who knows you might still make it ....,738841302,A1T79J0XQXDDGC,-2,A1V6P1ZE6Q8YEW,-1,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,-1,AKJ8CNFZH73K6,0,-1,2015-06-15 08:31:29 UTC
3SU800BH86S1GUTA3EE668WA9DFUQD,621,44,"Finally got my solarade last week after months of delays, only to find it wont charge my iPhone 5S running latest iOS8 beta. Simply saying device not supported. Im aware you dont necessarily support betas but you and all other Solaradeusers may get into trouble when iOS8 rolls out very shortly!",667164239,A1T79J0XQXDDGC,0,A2RD843ESYKRP2,-2,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,-1,AQR70X1KIOP6B,-1,-1,2015-06-15 07:55:51 UTC
3CVBMEMMXBGM5QIB7GY1N2QPAFM7HS,948,15,"Wth is going on Are you guys just gonna take pictures of you drinking god damn redbulls on everyones dime or send out what everyones already paid for At the very least we deserve some incite as to what you have been accomplishing, while were waiting for our long over due product .",1023770351,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,-2,A9K0CV70JWG1W,-2,AXMPSUNKUBEIL,-2,-1,2015-06-15 08:32:04 UTC
3B6F54KMR2CXKDHPTUTRQ66EG42S10,147,46,"2 The snapray light is way too bright. No way I can use this in bedrooms.. Snapray is more for rooms that are not inhabited that much at night always, family room, etc. Bedrooms are not good candidates.",154186221,A16U1L4R6WV5G2,-2,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,-1,AQR70X1KIOP6B,0,AXMPSUNKUBEIL,-1,-1,2015-06-15 07:46:19 UTC
3ECKRY5B1QW5LVZ1WT85EYK3KLEIZO,272,223,"Received the object, aside of the very poor material construction its actually rubberfeel hard plastic, not rubbery or soft at all, it doesnt work at all. Tried to charge it the light is barely visible due to cheap materials used but it doesnt work when plugged to my iphone6, the phone doesnt even aknowledges it... Can I get a refund Or have it replaced it",285355285,A1PE0077HI218F,0,A1T79J0XQXDDGC,-1,A1V6P1ZE6Q8YEW,-1,A3HW4QDJB63OQ2,-1,AQR70X1KIOP6B,-2,-1,2015-06-15 08:41:29 UTC
3WGCNLZJKF8RIOY7W4Y2V7KEF1U1DH,473,17,Im not expecting anything to come of this now. Goodbye 30.,496700623,A1V6P1ZE6Q8YEW,-1,A32QBXDPHHSTOD,-1,A3HW4QDJB63OQ2,-1,A3Q92WMGIHEPSD,-1,A9K0CV70JWG1W,-1,-1,2015-06-15 07:58:49 UTC
3OLZC0DJ8JFOCBURVWJ2TS77WA8IVO,208,7,Its almost Easter...perhaps this project will actually get updated.,225768777,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,-1,A291KO368YRYCR,-1,A32QBXDPHHSTOD,-1,A3CFNUD7VR2E1E,-1,-0.8,2015-06-15 08:47:55 UTC
3F6045TU7DOX43OLO18TOHJ7MS399H,588,105,It has been over a year and I havent receive my item as well hear nothing from team couple months ago. Can you at least update your International Shipping process,628529064,A1T79J0XQXDDGC,-1,A1V6P1ZE6Q8YEW,0,A3CFNUD7VR2E1E,-1,A3HW4QDJB63OQ2,-1,AQR70X1KIOP6B,-1,-0.8,2015-06-15 08:35:29 UTC
35U0MRQMUJ7Y8X5UTRW7DP3T8J7VOW,410,2,You guys completely forget you had a backing community or what,428351687,A16U1L4R6WV5G2,-1,A18JA2145UWXG,0,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,-1,AXMPSUNKUBEIL,-1,-0.8,2015-06-15 07:29:08 UTC
3MA5N0ATTCBSXVKKL99ASA5YVNZKWB,980,34,Dubstep Dragon  Harrison Lim  Rajesh B K  I am getting the same status for my shipment. It is close to 2 months and I have not yet received my shipment. The folks at Forte really need to look into this ASAP. Lets all go to twitter and post about our problems. Nothing a bit of bad publicity would not solve.,1057053661,A16U1L4R6WV5G2,-2,A18JA2145UWXG,0,A1ZFUBB7KVAT4G,-1,AQR70X1KIOP6B,0,AXMPSUNKUBEIL,-1,-0.8,2015-06-15 07:48:56 UTC
3OJX0UFJ0Z7VOVCOMC3KKD6LZDBU9R,27,37,"So for those playing along at home, in the last week weve had  All the 10 copies of the maxifab on ebay sell  The forums are now no longer accessible  the maxifab user on facebook suddenly popup and get in contact with a disgruntled ebay buyer, but with no contact to the rest of us posing questions. Rick and Faisal, have you heard anything from your email attempts",23687165,A1ZFUBB7KVAT4G,-1,A2RD843ESYKRP2,-1,A9K0CV70JWG1W,0,AQR70X1KIOP6B,-1,AXMPSUNKUBEIL,-1,-0.8,2015-06-15 08:36:29 UTC
308KJXFUJR6UT174EDRABCV3MHNATW,525,5,They have not updated their facebook page either. Closer inspection of the fitfit kickstarter profile has a facebook link to this campaigns creator michael blake,553693709,A1T79J0XQXDDGC,-1,A1V6P1ZE6Q8YEW,-1,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,0,ANMWPCK7TJMZ8,-1,-0.8,2015-06-15 07:57:58 UTC
3EFNPKWBMSOTT7BS7WOQ4TFSJWY03E,970,6,"Reading through the posts here, I see Im not the only one experiencing the same issues  I cannot connect to my home network and if I do plug a lamp into the outlet it goes dim, then shuts off, and then flashes, then repeats. I have called and emailed multiple times for assistance and have received no response  obviously theres a problem with the outlet  can we get a solution",1049680370,A16U1L4R6WV5G2,-2,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,-1,A9K0CV70JWG1W,-1,AKJ8CNFZH73K6,0,-0.8,2015-06-15 08:36:00 UTC
3YO4AH2FPDKL08HU570MH183TOCQ07,883,20,I agree with Daniel Eggerman. This does not work with my ASUS vivotab note 8. I had the Dell VP8 when I first signed up for this campaign.,943749421,A1T79J0XQXDDGC,-1,A1V6P1ZE6Q8YEW,-1,A1ZFUBB7KVAT4G,-1,A32QBXDPHHSTOD,-1,A3HW4QDJB63OQ2,0,-0.8,2015-06-15 07:43:14 UTC
3BO3NEOQM0H4KNRTK1S6X5TUB07AIF,445,312,"It has been well over a month since production has been quoted as ranging from 1 to 10 printers a day. Since backer 16 just got their printer a few days ago, I seriously doubt 12 printers have ever been produced in a single day. In fact it seems that production rates are more like 0 to 2 printers a day, with most days being 0. And that is not a problem at all, I am happy to wait but would appreciate honest updates instead of information that is misleading or just not true. I agree that daily updates would not only be greatly appreciated it would also save time because it will greatly reduce the number of personal emails that get sent. Much faster to spend 10 minutes on a daily update everyday than a full time employee answering emails.",466070526,A2RD843ESYKRP2,-1,A3CFNUD7VR2E1E,-1,A3HW4QDJB63OQ2,-1,AKJ8CNFZH73K6,0,AQR70X1KIOP6B,-1,-0.8,2015-06-15 07:55:24 UTC
3CKVGCS3PG5XDOW7XBPRC1N4BCWS0X,956,21,"Hi Squeo Team As much as I appreciate this project,its now end of May and still no updates on shipment is making me sad.",1031827961,A1T79J0XQXDDGC,-1,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,-1,A3HW4QDJB63OQ2,-1,AXMPSUNKUBEIL,-1,-0.8,2015-06-15 07:49:01 UTC
3NFWQRSHVEELKN265TEVQUR5T3SFG5,873,41,"Once again I have to report that although Sixs info was premature...it was indeed correct. I signed up for this Meet Up group last month while trying to find out about the goings on at Smartmaker from any one of the other 63 members. None I contacted had any info. As it is they only had 3 abbreviated meetings since starting 15 months ago. I just got this motive from the Meet Up website Members of smARtMAKER  Orlando Tinkerers, Hackers and Makers Group, Your Organizer, smARtMAKER, just stepped down without nominating a replacement. Without an Organizer, smARtMAKER  Orlando Tinkerers, Hackers and Makers Group will shut down on July 9, 2014. www.meetup.comSmartmaker So its clear Dimitri has absconded for good now, leaving Old yella in a moribund state. Harold has been MIA with a cold the past 10 days. It remains to be seen how his recovery goes ",931585099,A1T79J0XQXDDGC,0,A1ZFUBB7KVAT4G,-1,A3KOVCQYR8K3HY,-1,ANMWPCK7TJMZ8,-1,AQR70X1KIOP6B,-1,-0.8,2015-06-15 07:43:04 UTC
3C8QQOM6JP1LG6IXHSHW6J955C6IL5,719,188,Another day goes by and still no email.,791632246,A1T79J0XQXDDGC,-1,A2RD843ESYKRP2,-1,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,-1,AXMPSUNKUBEIL,0,-0.8,2015-06-15 07:34:01 UTC
307L9TDWJYSWE33Z82QOF5B5RPA3NT,498,14,"SOoooo... whats going on, Bryan Perhaps what might make the time go by easier is if you outlined what the delays have been. Youve had the boards for about 3 weeks, and youre doing tests on their SSRAM chips, but no delivery date. Were there production problems",522885941,A1T79J0XQXDDGC,-1,A2RD843ESYKRP2,-1,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,-1,AXMPSUNKUBEIL,0,-0.8,2015-06-15 07:44:47 UTC
3TKSOBLOHLGZGPIFK50L6T9NYS8BB2,360,130,Took the money and ran,381185247,A1PE0077HI218F,0,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,-2,A3UWM3KJYEL5XU,-2,-0.8,2015-06-15 08:42:29 UTC
3G3AJKPCXLSB8YQHFI4I6Q1I9994Y4,108,30,"I havent received any notification on shipment. I realize you are successfully busy, but I would appreciate knowing when I can expect my materials.",109042333,A16U1L4R6WV5G2,-2,A18JA2145UWXG,0,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,-1,A9K0CV70JWG1W,-1,-0.8,2015-06-15 07:42:16 UTC
3J06WJ78HNKTYHERU3IL8HX14C4VVY,467,0,Helloooooo there! Its 9 months ago now sins I post a question. When can I expect my lamp or at least a little update.,486854272,A16U1L4R6WV5G2,-2,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,-0.6,2015-06-15 07:53:26 UTC
3S4TINXCC0NJZJ7OOA57CD9M5RROBJ,382,19,Same address as Alix Narcisse  call and complain Vanessa Hassele Business Telephone 5612035797 Business Website oneshotmarketing.com Business Email vanessaoneshotmarketing.com BUSINESS LOCATION Address 1 3585 NE 207th Avenue Address 2 Bay 9 Suite 800304 City Aventura ZipPostal Code 33280 State Florida Country United States,401863087,A1T79J0XQXDDGC,0,A291KO368YRYCR,-2,A3KOVCQYR8K3HY,0,A9K0CV70JWG1W,0,AQR70X1KIOP6B,-1,-0.6,2015-06-15 08:24:02 UTC
3W3RSPVVGSRQPXDXB96APMXGZ7SULO,161,29,"I received mine yesterday  Also mine has the battery board, and no switch to turn onoff. I did not notice it from the main project page that there was the photo that shows no switch !!! ",174927819,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,-1,A3KOVCQYR8K3HY,-1,AKJ8CNFZH73K6,-1,AQR70X1KIOP6B,-1,-0.6,2015-06-15 07:54:07 UTC
388FBO7JZRTXU60NXNJE5Z7I0Q4YNT,678,2,Eric OK. Dissapointed,735863605,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,-1,A2RD843ESYKRP2,-2,A9K0CV70JWG1W,-1,AKJ8CNFZH73K6,0,-0.6,2015-06-15 08:42:52 UTC
3VP28W7DUNKLB4XBVL2KB17B4TMZFE,365,2,I will wait for the mac version.......is there ANY update,384415218,A1T79J0XQXDDGC,-1,A1V6P1ZE6Q8YEW,0,A291KO368YRYCR,-1,A3UWM3KJYEL5XU,-1,A9K0CV70JWG1W,0,-0.6,2015-06-15 08:41:32 UTC
3SV8KD29L4SWRQPPWWTHREZGCP3KZ1,607,2,"Nothing in the Uk yet, have I tipped cash into the void would be nice to know",649722502,A1T79J0XQXDDGC,0,A291KO368YRYCR,-1,A32QBXDPHHSTOD,-1,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,0,-0.6,2015-06-15 08:11:40 UTC
367O8HRHKG8ECCE8GCCTO4DHSOD4SQ,67,12,"Used a few times  now no longer charges anything. Ah, no big deal, just a warning for anyone who checks here while considering the purchase of one.",63790091,A16U1L4R6WV5G2,-1,A18JA2145UWXG,0,A1T79J0XQXDDGC,0,A3HW4QDJB63OQ2,0,AQR70X1KIOP6B,-2,-0.6,2015-06-15 07:46:28 UTC
3Q2T3FD0ON8QWLIZW1BO2QM5MZ03MT,686,280,"MM said ...KS holds the money in escrow for a month to resolve any disputes before giving it to the project creator...expected ship in OctNov I didnt realize there was an escrow. But if no customer got to see a shipped product until after escrow closes, why even have an escrow at all",746779028,A16U1L4R6WV5G2,0,A1V6P1ZE6Q8YEW,0,A2RD843ESYKRP2,-1,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,-1,-0.6,2015-06-15 07:58:29 UTC
3MQKOF1EE2OKJPEATSNNOXA8BE2WDA,223,73,"still have not received my watches, could i please get my tracking number",239693432,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,-1,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,-1,-0.6,2015-06-15 08:23:55 UTC
30ZKOOGW2W6TKHVVCU7056C8UYWA1N,898,1,"hi, i also havnt receive my reward. please do update.",964335740,A18JA2145UWXG,0,A1T79J0XQXDDGC,-1,A1ZFUBB7KVAT4G,-1,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,0,-0.6,2015-06-15 07:36:43 UTC
37SQU136V7OXQTIVGBE7U5J5Q4R11R,156,3,"no sticker, no tshirt ",172011275,A16U1L4R6WV5G2,-1,A1T79J0XQXDDGC,-1,A1ZFUBB7KVAT4G,-1,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,-0.6,2015-06-15 08:16:07 UTC
33BFF6QPI1BM1XCD03HBBOOWK1E3WK,217,47,"LogMeOnce  Please reread my comment below, Im interested in the lack of replies Ive gotten when attempting to communicate with you outside of kickstarter by emailing LogMe Once at info and sales and using the LogMeOnce.com contact form. Thanks. pacg",237419749,A1T79J0XQXDDGC,-1,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,0,A9K0CV70JWG1W,0,AQR70X1KIOP6B,-2,-0.6,2015-06-15 08:23:10 UTC
37PGLWGSJT6AW00FWS5VRJWQGC1KI4,3,173,I havent got anything either,2223811,A16U1L4R6WV5G2,-2,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A291KO368YRYCR,-1,A9K0CV70JWG1W,0,-0.6,2015-06-15 08:08:54 UTC
362E9TQF2HQ5UE4W61KGTR4X9VKIGZ,681,38,Still no mail no kit.,741629950,A291KO368YRYCR,-1,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,AQR70X1KIOP6B,-1,-0.6,2015-06-15 08:07:16 UTC
36U4VBVNQOD1SV8AGT36BY6F5ZHURE,630,31,Nope skiva have not received .,682884785,A1T79J0XQXDDGC,0,A1ZFUBB7KVAT4G,-1,A32QBXDPHHSTOD,-1,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,0,-0.6,2015-06-15 07:40:16 UTC
38Z7YZ2SB32W73YA9XPSN58ZFITQI2,614,1345,I got my two units today. Unfortunately no mint.,658110891,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,-1,AKJ8CNFZH73K6,-1,ANMWPCK7TJMZ8,-1,-0.6,2015-06-15 08:28:57 UTC
3W1K7D6QSBHVYNLVQJGOSBGQPVVBZ9,251,12,"NudeAudio zendesk account  no answer to my numerous messages I sent. I always wait for my pledge  ironically, I received the addon ..!! And then, no more news. Hey Peter, I want a refund on the item not received. Thanks",262085884,A1PE0077HI218F,0,A1V6P1ZE6Q8YEW,0,A3CFNUD7VR2E1E,-1,A3HW4QDJB63OQ2,-2,A9K0CV70JWG1W,0,-0.6,2015-06-15 08:37:51 UTC
3MD8CKRQZZNSEFXG4UZS4WX4OJJRJF,30,163,"Oh Mark Hobbs, with their track record, getting a replacement is really low. They are still trying to finish deliveries for backers. So chances are we will Have a black strange looking ball on our night stand.",27174402,A1T79J0XQXDDGC,-2,A32QBXDPHHSTOD,-1,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,-0.6,2015-06-15 07:43:25 UTC
3RTFSSG7T863H12269LB7AIDKN4LWF,383,26,"surely the honourable thing is to offer refunds to those who want them 15 months and counting. It would be no surprise that many are starting to lose faith. Even if you claim you are ready to ship soon, i seriously doubt the quality of the end product.",402489064,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,-1,A3HW4QDJB63OQ2,-1,A3KOVCQYR8K3HY,-1,A9K0CV70JWG1W,-1,-0.6,2015-06-15 08:30:00 UTC
3WRAAIUSBJZ1AIGOJNS70FG9ZDBAXF,562,3,"One year past and still without my bots. Is there someone else in the same situation Please, tell me! Thanks!",591716057,A1T79J0XQXDDGC,-1,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,0,ANMWPCK7TJMZ8,-1,-0.6,2015-06-15 08:37:42 UTC
3XBXDSS888JI617SGEHX9TWKTP9XLJ,411,3,Any update We have been waiting months and we dont even get regular updates on where things are,428870556,A1T79J0XQXDDGC,-1,A2RD843ESYKRP2,-1,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,0,AXMPSUNKUBEIL,0,-0.6,2015-06-15 07:51:14 UTC
3XD2A6FGFNUF9IKKX78K5COXEGQS99,627,21,"Since the last iOS ilumi app update, the lights no longer work. They will not connect again after pairing them in the app. They have been reduced in functionality to a standard light bulb. Running iOS 8.1 on an iPhone 5s.",679031820,A1T79J0XQXDDGC,-1,A32QBXDPHHSTOD,-1,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AQR70X1KIOP6B,-1,-0.6,2015-06-15 08:42:01 UTC
3EHVO81VN5L8U439I0HSMSZC7TN1HQ,694,36,"Hi Drew, you seem to be correct in your assessment that Kickstarter is toothless when it comes down to scams and failed projects, yet they are taking a fee for the crowdfunding matchmaking service. I always suspected that Paul Lizer didnt know what he was doing since the amount that he was looking for was way too low to be reasonable. Most hardware projects require a lot more money to get going but I decided to give Mr. Lizer and kickstarter the benefit of the doubt. I bet Kickstarter would have a lot more skeptical eyes if they were to label their which of their successful projects failed to deliver in the end, because those numbers are not insignificant. Mr. Lizer should just bite the bullet and tell everyone here the project is dead by posting an update. Others with failed projects have come and done this, and people have been accepting of this. Perhaps there should be a kickstarter launched for the backers of this project to sue Mr. Lizer for not delivering anything at all.",760657908,A1V6P1ZE6Q8YEW,-1,A3CFNUD7VR2E1E,-1,AKJ8CNFZH73K6,0,AQR70X1KIOP6B,1,AXMPSUNKUBEIL,-2,-0.6,2015-06-15 07:49:28 UTC
3GMLHYZ0LEXAPWKWUOV0JUZC8MXYUL,753,104,"CYSPO,  I agree with ben1680 that there is a flaw in your provided specs. You should be providing output specs and not input specs. Please provide the correct output specs as this is getting a little problematic and worrisome. Despite being your first backer, Im already thinking of backing out.  Best of luck to everyone, no matter what.",824642703,A1T79J0XQXDDGC,-2,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,-1,-0.6,2015-06-15 08:06:02 UTC
3OID399FXG7I83SF33DNK9O8GBCFDV,46,8,How about a Shipping Update since its now JUNE,41369413,A1T79J0XQXDDGC,-1,A32QBXDPHHSTOD,-1,A3HW4QDJB63OQ2,-1,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,-0.6,2015-06-15 07:25:42 UTC
3NRZ1LDP7W6X2HM59OYPNVLF6Z9PZ7,63,26,Im inclined to agree with Richard on this. Shipping the strip back to the UK every two years or so seems both expensive and time consuming. Is it possible to change the battery type to something more commonally available or is that a serious design issue Im probably displaying my electronicsdesign ignorance now. Just an idea.,60181987,A1T79J0XQXDDGC,-1,A1ZFUBB7KVAT4G,-1,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,0,AXMPSUNKUBEIL,0,-0.6,2015-06-15 07:47:27 UTC
3WUVMVA7OB3QFDG3K5GSX0WK7D9AZC,576,39,"Ok, So I got nvidia drivers to work. Only issue was that firefox wouldnt work properly with the higher resolution for some reason. I was able to get chromium to install and that is working fine.",614525958,A2RD843ESYKRP2,-1,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,AXMPSUNKUBEIL,0,-0.4,2015-06-15 07:56:01 UTC
