,comment_index,comments,keys
128900,860,"Adam Levine, I requested a refund 1 week ago, and still no reply yet",1239090607
166705,2223,"Two things, since you seem to love dropping big words... a sycophant, by definition, does what they do for some type of gain. As far as I know, Elton, Rude, jairfranz, Chris Vaugh, Alain and countless others that choose to maintain a positive spirit, are getting nothing extra for it. Therefore, the word doesnt apply. Are we optimists Thank goodness, yes. And, for those they choose to do nothing but spew negativity, since you feel that they dont give a rats ass about this thread why do you continue to post on here Its because of what I said... start, stoke or fuel fires. Seriously bro, you act like there have been a dozen delays and weve been waiting a year.",550709039
465681,721,DRM  Money Back. Delays  no Problem.,617487840
138924,662,"Keep up the communication. Some of the other projects I have backed have been awful at best. I understand there are likely to be delays, and thats fine, as long as were keep up to date",1936958984
434197,963,"Its really time to curb your enthusiasm. In November, I suggested five months so thats April  one month further than the ETA of March since December would not be a productive month realistically and also the possibility of delays. I dont want or need a cab and if that was going to add significant delay it needed to be communicated. We shouldve been witnessing language that anticipated shipping for us NotQuiteAsEarly Adopters instead, it seems to suggest potentially, that the timetable was transforming to an open ended state. Also note in Jan that I suggested wed probably observe alterations and additions. Additionally, you may want to observe your contributions and the contrary views by various participators besides myself, There does seem to be a familial repetition. We all can read and have facility for reason. Alrighty Mr Dill",882981503
405726,710," Eric J. Yes, Im sure the hub can be integrated withing a Zwave controller. Im using Hue with a Fibaro HC2 and it works extremely well. To be really honest, it works better than the rest of my Zwave network. I had 2 Zwave nodes that constantly went dead in the controller its a Fibaro thing since the start, Fibaro and dead nodes are quite common and I had to restart them manually almost every week. I just switched those nodes connected to lamps by 2 Hue LivingColors and for the past 67 months they havent had a single hiccup. Niels de Klerk The only Ifttt I use for the Hues is a combo with Nest. If the Nest goes into Autoaway, all my hue lamps turn off. Thats only as a precaution if I leave a light on that is not controlled by motion sensor or timer.",1650571308
20656,3869,so there you go ...we all need help sometimes ...and delays,1266811052
376072,6,"Dr Waddle Sorry for the dead LED. Just send it back in and we will send out the replacement asap. You are definitely eligible for a no charge repairreplacement. Thanks, Brett",2024805609
376545,429,I regret that you are not planning to make the battery replaceable. I use my washing machine once a week and Im sure the battery wont last 200 weeks just because of natural discharge. I dont want to pay another 60 just because the 2 battery is dead while the ceramics are still efficient. I may cancel my pledge.,1660712174
235126,6,"Im glad that you choose to delay the launch and release a superior product rather than rush it out. I personally dont mind waiting a little longer for a good reason like that. That Dpad looks even uglier than before! And believe me, before it was already the ugliest Id ever seen! Im looking forward to trying it out and pray that the functionality is vastly better than the aesthetics! Good luck!",1679969081
392162,8,The jumper wires being different are a red herring... checked with the multimeter and the connections are the same on both boards. The board that was silent before now works after jumping PWDN and RESET to 3.3V. The board that was noisy before is still noisy. I think something is loose bad solder joint because if I tap on the board or move it around a little I can hear a few piano notes come through.,778294841
366505,929,"ok so while waiting for the Awesome Picade to arrive I got to working on a dead Commodore 64 main board. A friend sent me a box of 7 complete DEAD C64s for parts. IF they are complete I would rather fix them that part them out. The one I fixed had a bad VIC Video Interface Chip, a bad RAM chip and a nonworking power switch. When I powered it up, the screen looks better than any of my systems I currently use.. I will be swapping something around for sure. I adore my Commodore 64 what can I say heh...",648729703
230889,312,You should create a new campaign for MFi only and shift those who want an MFi version to the new campaign. Refund to those who request it as the original campaign is no longer valid for Apple device.,1423977167
43029,34,Ryan  Thank you so much for the support. I think its impossible to not be disappointed when getting hit with delays. Your support and the support of the other backers has been incredible. Thanks so much for your kind words and patience!,1606291522
111589,1372,"Aaron Khera. I have backed a few too and yes there has been delays also but communication is the key to a successful campagin and these clowns certainly dont know what that is. KS wont do anything about it unless like ifind it goes public and will tarnish the companys reputation. They have recieved their commission payout over a year ago and these jokers have spent every penny of it Id say which is why they cant issue them too. It does put you off backing other projects yes but do your research first and if in future you are not confident enough in it, pull out before it ends.",1735427296
465444,484,i just got a kickstarter message from matchstick asking for my transaction id from amazon payments so they can start the refund process.. keep at it everyone and get your money back..,617487840
352,7,From IEEE Spectrum Scientists find robots with knives a bad idea. httpspectrum.ieee.orgautomatonroboticsmedicalrobots050610robotswithknivesastudyofsofttissueinjuryinrobotics,1216217126
457122,40,"Hey, Cedric! Im reaching out to you here in the comments as well as through email. The Rideye is getting some quality footage, but Im experiencing a lot of the shake that others are reporting when I reach greater speeds. I noticed that the cover that protects the USB port has come off during use. This is bad for me as Ive been riding straight through all this recent wintry weather. And its the wintry weather when I most want to have the camera operating. So when you make the redesigned strap available, Id also like to ask for a handful of USB covers to keep on hand. Thanks for your support!",1059192052
390211,26,"Consolidated List of People Demanding a FULL REFUND from TriggerTrap. Please copyandpaste this list, including the header above, and this preamble, and add your Kickstarter username to the numbered section  this way we can track how many of you want ALL of your money back. 1. Paul Massey 2. Troy Jones 3. Mark Gamble 4. Marc Ruesen 5. Simon Ho 6 Stephen Cottle 7. Manfred Winter 8. Kirpa Singh Gulati 9. Siddhesh Jukar 10. Raul Sanchez Jr 11. Tad Davis 12. Thomas Stoll 13. David Lewinsohn 14. Gary Udstrand 15 Rahim Ikram 16. Paul Brown 17. Bryan Roberts 18. Lekan Wang 19. Nim Wickramasinghe 20. Peter Greico 21. Sebastian Kennerknecht 22. Jean MARTIN 23. SofaLofa 100  No less! 24. JeanYves HERV 25. Chan Tze Him from Hong Kong 26. Matthew Humphreys chargeback claim underway 27. Arne Borgan 28. Meng Keat 29. Thomas Greve 30. Roland Ng 31. Michael Selge  chargeback initiated  32. Omar Stradella 33. Richard Skeet",469832614
421050,120,Hey guys... Hows it going Been 3 weeks with no updates or comments... Are we on schedule or delayed,467605976
110727,510,"Please provide account of how the money has been used so far. Your backers deserve that since you clearly are not going to be able to produce a viable product. You are failing to deliver on the stretch goals, the original plan as well as your own updates. The products you have sent have failed to operate, you have not updated the apps as promised. Each new update is just another delay, and your backers have lost hope and faith in this product. Please account how the money has been used. Seth Chancy",1735427296
180455,2372,"Felix G regarding potential startupdelay in case of slow on board slicing Even single board computers nowadays have multiple cores that can execute in parallel e.g. Raspberry 2 has 4 cores. In such an invronment the software design for a TIKOstyle printer would have one uitrhread, one slicer thread and one firmware thread. Each of them running at the same time, processing things. So I would assume, that the firmware thread already starts printing as soon as the slicer thread allready has the very first gcode instruction available and that should be almost immediatly. From that point on, the slicer finishes definitly much faster just software than firmware and hardware mechanics ivolved are able to. So there would never be a noticable delay due to the on board slicing. And of course the TIKO can perform gcode. The concept of TIKO just wants get the process chain between gcode generation slicer and gcode processing firmware closed by processing it all within the same processing environment. And I can not say enough how I prever that no need to handle three different types of software, getting them installed and alligned to each other. Just getting it all in one preconfigured package as software implementation within the hardware, putting STL files on it and thats it.",369559399
465435,475,"Based on their last update and if DRM is App selectable, I have no real issues except for delay. However, Id rather have a delay and have it work properly when it arrives  delays are typically the norm for these things judging by comments. That said, when pledging for KickStarter projects such as this one, its always buyer beware which is why I use a credit card as it provides another layer of protection.",617487840
215390,168,"Morry To be honest, when it comes to shippingdelivery companies, I would stay away from CanadaPost and FedEx. I had some bad experiences from them from the past. CanadaPost charged me with some crazy amount of money 1360 for a USB recovery stick that came from the states. The worth declared on the paperwork for the USB stick was 2. And they had delivered some of my packages to wrong addresses and refused to retrieve them. Whenever I try to contact them, they would always insists that the system in our website says it was successfully delivered to you blah blah blah. Even though I have sent the entire 24 hour footage from our CCTV camera in our front yard on the said delivery day, they still insisted the same reason. Same goes with FedEx. Those are just a few of my horror stories based on my experience with Canadapost and FedEx. Hopefully, none of those will happen on this shipment.",1565829631
128193,153,bad parts.. no reply. P,1239090607
461672,141,"It is a shame that this kickstarter has been plagued by so many delays. It really seems like a great product. I got this thinking I could have it around to holidays to give to my son. The holidays came and went so did his birthday. He just turned 6, hopefully he will have it before he turns 7. Anyways, on a positive note by the time the top gets to me I will probably have forgotten about it so it will be a nice surprise.",199122327
405282,266,"I was expecting a more detailed update as to why exactly there is a delay. What parts are causing the delay. Also I was hoping to see some actual pictures or videos from the Pilot NEEO. All in all its lots of text but basically it stays a bit vague. In summary processor upgrade, screen upgrade, delay",1650571308
67065,507,"kudos many thanks for the swift response your customer relations are as good as your printer  I will be fascinated to see what resins get certified for use with the Titan. Any smooth finish resin that can be vulcanise rubber pressed is a win for me! Shame I cant run multiple printers off a hub can I set a print to one, unplug it and plug in another, kind of thing If not I shall consider roping in a laptop for secondary use...",590488422
459059,784,Can I request refund please,419441561
222390,1798,httpwww.wired.com201410kickstartersuspendsanonabox Yea... that was so bad.,291408440
10908,1549,Chelsea it has been more than 96 hours before the last reply from your refund department regarding the refund of my money. Please process it ASAP Tracking ID BZ9LDQ8R9Y Ticket number 1308 Ticket status Waiting reply from staff Mark as Resolved Created on 20140416 201225 Updated 20140418 200953 Last replier victor seit Category Refunds Replies 2 Priority High Date 20140416 201225 Name victor Printer friendly version Please Enter Order Number or 999 for Kickstarter 999 Type of Printer if Applicable QUBD TWO UP Message Hi I would like to get a refund for the money I have pledged for the printer. Date 20140418 132416 Name Paula  QUBD Printer friendly version Message I have submitted your ticket to that department. Thank you. Paula K  Quintessential Universal Building Device Inc. httpwww.quintessentialuniversalbuildingdevice.comsupport Was this reply helpful yes  no Date 20140418 200953 Name victor seit Printer friendly version Message Thank you. How long would the refunding department take to process the refund,1310343271
184189,329,"Dennis, yes I agree. It really does not make sense for projects like this where the boards are used in development and experimentation and there is risk of accidental damage. I always like to have a backup or two so progress does not get delayed, and as you point out, anything designed to support mesh networking really requires multiple units if you are going to be able to test anything. I understand why Kickstarter has their rules, but it would be nice if they could understand and take into account the needs of those trying to back projects like this.",518514614
390607,422,"I pledged Triggertrap 190GBP. I want a FULL refund, as per the Terms applicable at the time of backing this project.",469832614
453523,3044,"3media It has been posted multiple times by Christian  while we are waiting on him, he is waiting on the parts suppliers and manufacturers. If you have an issue, its not with Christian. Every single backer on this project is just as anxious as you are to receive a product. You can wait. It wont kill you. I promise. Also, contacting your credit card company to report this project as fraudulent is akin to kicking the poor guy where it counts while hes already down on the ground. Be polite and professional and ask Christian politely in a message if he could possibly refund your money. And if hes already started making your flashlight and he says that its too late to get your money back, then accept it.",136125612
194118,699,"TeamArist When will we be able to see a video of Arist working If you your project is delayed by three months, is it reasonable to expect that by June you should be able to show us something If you are claiming the new delivery date is October, then is it reasonable to expect that the patent should be accepted by JuneJuly since it was required before mass production Also, is there anything to report for UL and CE mark approval Will Team Arist be able to provide proof of certification approval so the back community and calm down a bit I stand behind Sheris questions. I believe these questions are respectful, considerate, and completely reasonable.",650012718
1885,380,Such a pitty a promising product is dead on launch. Total lack of respect for old time backers.,653475927
193791,372,"Ed, Ive been asking in private for over a month and I know many others have as well. If youve requested a refund wed love to hear from you here httpswww.facebook.comgroupsaristisfake",650012718
439616,17,"In general we try to stay on top of direct messages and let the community have their take in the general comments section, Don. Lots of bits are being exchanged both in the updates section and over on the forums avegant.comforums  both of which we encourage you to peruse. In the future, well also try to be more active in the general comments. Thanks to all for being patient on the scheduling. While we had some initial delays, were still on track for delivery this fall.",499497800
455801,1014,"PM Not everyone whos getting a mic version is listed in the sidebar, since that option was added late in the campaign. I was an earlybird and added the mic later.",1454595286
443235,21,What a shame. This is something I really had many uses for. Karma comes around!,1848654791
371878,555,"Im starting to get a bad feeling like Priam. You guys are keeping too much a secret. Im going from an old bose sound dock to this and Im very worried that the sound quality will be awful since you apparently do not want to show us. Also, as for not taking any input with the design ie charger I think is really a bad business practice. I am really considering withdrawing. Convince me otherwise...",806581386
429627,767,Hi Backers. We are just adding the final touches to the Christmas backers survey. Hopefully should be out today but if not then it will be tomorrow. Sorry for the delay.,1143380572
220614,22,"Dear Nate, We are diligently working every day to meet our deadlines, but should there be delays with the shipment, we will let you know ASAP. Thank you. Sincerely,  Wemagin",291408440
452485,2006,"Stephen You can use the unprotected battery in the flex as long as you are sure to monitor the charge of the battery. If you let the charge run down to far, youll permanently damage your batteryit probably wont explode in the light, but it probably will when you charge it next. Usually a protection circuit shuts the battery down when it gets to about 2.52.7 volts, but its best to recharge it when it gets down to about 3.4 volts. If youre not confident about monitoring the state of charge yourself, stick to protected cells. I recommend not trying to move the protection circuit from one cell to another. If you want a higher capacity protected 18650 to use, AW is probably the most reliable brand, Redilast and Callies Kustoms are pretty good too. Stay away from Ultrafire  Trustfire  whateverFire.",136125612
352145,351,"arash we havent heard of earplugs stretching out ear canals like that... what kind were you using! we have three different sizes of foam so if your canals are indeed that pliable, you can always size up! haha! the earplugs cant be noise cancelling because of battery limitations. Also, soothing masking sounds work better for a lot of the more sudden sounds that are responsible for disturbing sleep!",884396276
355337,1251,I want out of this mess as well. But I want a refund from LIFX due to their underhanded business practices. I dont want to have to sell these bulbs myself. I want out and I want a refund. I choose not to support a rotten business man such as Phil. Ill go HUE.,1234309959
243946,1111,"You should just admit that you have abused the process. To send a mail 9 days promising shipment of the toy while you had already negotiated the sale of the company, organised the placement at a show and knew what you intended to do. i have backed a number of projects on this site and the promoters have all honoured the promise of what this site is about. Just put the link up for the refund or will that be another broken promise ! I hope you get as much PR for this mess as you did at the start.",1278036835
390389,204,"REFUNDS UPDATE This morning, we processed another batch of shop credits and refunds. For the latest status, please see httpstriggertrap.reamaze.comarticlesrefundstatus, but the headline is that weve now processed the vast majority of shop credits that were requested, and about a third of all refunds that were requested. As we promised, we are processing the refund claims in the order they come in. We aim to process all shop credit within 10 days, and all refunds by the end of May. Thank you for your patience, Team Triggertrap",469832614
24506,51,Got our printer today. First impressions. Packing a little on the light side for UPS. Setup on table and removed internal tie wrapped supplies. Plug in power supply and nothing. Looked at power supply LED and it is blinking. Plugged in and out several times. Still blinking. Closed lid and plugged in again and it came to life. Okay weird. Initialized and stated LID OPEN. No. the LID was closed. LID has play so it moves sideways too much. Magnet switch in unit is positioned center with round magnet in lid. Magnetic field gets canceled out. Tried rotating round magnet to get LID to state closed when it is really closed. Determined round magnet in LID needs offset in LID 12 inch to one side to activate magnetic switch properly then lid will be happy with the amount of side to side play in LID. Suggesting to SLA 3D team to place future magnets in LID to be offset.,347865310
46026,249,"Im not in any hurry for my BaseCamp, but this scenario just doesnt sound or feel right. Checked the REI web site and it appears that most or all the Oregon REI stores have them in stock including the smaller city of Eugene that I live near. I, along with many others, have an October delivery date. Although we all paid full retail 299 yes we do get a free carrying case, we forfeit any possibility of a convenient return of the product to a local store if for whatever reason we are dissatisfied. Add in the risk that we all undertook in supporting this first Biolite KS, and now I have a bad Biolite taste in my mouth. Not really much too learn from this, since this isnt rocket science, but hopefully Biolite will do right in the future if they ever carry out another KS, and just maybe they will soothe our justified feelings with empathy and something tangible.",1661190565
396258,180,"Michel  you are correct ArduSat was on Kickstarter before we were. However, its clear that we both came up with similar concepts independently. We contacted the ArduSat team and delayed our own Kickstarter compaign to not conflict with theirs. We are also supporting ArduSat, and we may even share a launch with them! We have already contracted for a dedicated launch in 2013. If we launch together, we might even take pictures of each other  in space! Regardless of who is first on kickstarter, the most important point is that we are supporting each other  and together, we will both be the first satellites launched by social media, mobile apps, and microfinance. Thats the main point to take away.",2124248901
265276,87,"Hi, I had the same problem with Mod 3 for iPhone. My CCC got my money back. I was upset I had tp pay for the app being a backer. They call that double dipping! Very bad Karma I will be dead by the end of the week for saying this. The problem is quality control with child labor in China The app says I have 13 years left.",381185247
369593,951,Too bad that Giroptic is less present on KS Community than on FB,63698042
198539,284,"Fabio Pigagnelli the battery expansion has been canceled and a battery dock will be made instead. Expansions you can choose from include Ethernet, relay, servo, OLED, BLE, proto, and GPS.",1350543424
29866,457,"Mr. Babbage, I am not sure that it would be a whole year by the time of release. If so, then perhaps increase in specification of resolution... maybe but not sure. 56 months behind the original release date for the early dev version doesnt mean it will be a 56 months to a year delay. If it is a 56 months delay, fine. If it is reprojected to OctoberNovember 2015 year, I may need a early dev version unit to get my software working properly for castAR. It maybe something that I would pay an additional amount for in payments if possible or something along the line.",683991328
211032,17,"I never worry about a Kickstarter program being late  thats the nature of the deal. Take your time. I do think its time for another update soon though, maybe with an early release so others can help out...",484706700
465340,380,amazon payments wont do a refund because it was past 90 days.. even after it was pointed out that the devs had violated the terms of service.. my ccc wont do a refund because it was over 90 days.. it looks like the end play was getting to the 90 day mark.. then there was nothing anyone could do to get their money back.. the bullshit emails about doing refunds were just that.. alot of smoke and mirrors and bullshit.. i tried to post something to KSs FB page and nothing happened.. at this point it looks like the only thing that could be done is a class action which i wont initiate.. just aint worth it.. i only pledged 18.00 so im not really out anything..but i will never back anything again.. on any platform.. if by some act of god and we actually see a matchstick in august i will just take a hammer to it and throw it away.. fuck em..,617487840
63850,70,"I agree 100 with you Dylan. This is my first kickstarter involvement and represents a lot of money on my behalf and there has been a lot in the news of high profile failures lately, and I just think they are unnecessarily causing concern for no good reason whatsoever. What would it take  2 minutes of time to do a couple of sentence update The reward for that tiny investment is keeping everyone onside and patient and allowing us to update our expectations according to any variations in the plans. They are opening themselves up for a whole bunch of negativity  completely unnecessarily. Its not that I have changed my mind and think they wont deliver a good product, but it certainly starts putting doubt. Sure they are busy, but communicating with customers has to be somewhere near the top of the priority list. The reality probably will end up being the timeframes taking longer than they originally advertised  so why not have them take another 2 minutes longer and actually communicate with us so we at least know where we stand. If I get mine 7 days late and there has been little communication then I will be angry at it being a week late. If I get it 10 days late but have been updated along the way I will probably have nonelittle of the negative feelings and just be happy to get it. Anyhow, I got an email on 7th May which had the following in it after I had tried the stepcraft.us contact form and found it not working and then contacted them through the German website 26  30 May Collecting of all single orders in the order system and decision of shipment via Iserlohn  Germany or Torrington  U.S.  01  07. June Contacting all customers to confirm the order details. Support for customers who want to do amendments to the order will be provided  15.  28. June Main shipping to the U.S. subsidiary  29. June Start of shipping goods from Torrington to customers located in USA  Canada  South America. Rest of world will be serviced from Germany Please consider that all dates provided are estimated and are not legally binding.",1302749989
465543,583,"For those who want a refund, go find the charge on your credit card statement and call your credit card company and report it. may need to call Amazon to get the details of the transaction as well to give the information to your credit car company.",617487840
246931,341,"Lies after lies. First and last time Ill back a Korean Project. Shame on you and for the negative image youre generating for startups from Korea. You misleaded your premium backers with all the delay for the engraved pens and now youll loose them forever. Good job N2! Enjoy all the money, its maybe the last time youll connect this amount!",821291938
464974,14,"Its sad when you type Matchstick Kickstarter and the word that immediately follows in Googles suggestions is refund. Ive tried applying for a refund and will try again. The lack of updates and honesty throughout is very, very poor. I wouldnt even had minded a delay if these developers were very open and responsive, but they simply arent.",617487840
26963,1413,Howard Hau Yes Howard. We offered passive sounds canceling and soundscaping is provided through the setup you described.,886800648
227954,778,"So, I have a few questions. I am from a forum of lock enthusiasts and we are quite interested in your lock. Here are some questions and concerns that have been brought up. What about sniffing the communication between the phone and the lock Could the signal be duplicated If you use the lock in the same place every day it would be simple to put something near by to catch signals. On the bottom of the heel of the shackle long end what you call the shank there is a button to activate the lock. What if somebody were to come along and give the bottom of the lock or the top of the shackle a good smack with the hammer Would this break that switch and render the lock inoperable How thick is the shackle How thick are the sides of the lock and the face plates Are they strong enough to prevent somebody from smashing the face of the lock and destroying any boards What material is the body and parts going to be made of A cheaper zamac alloy for parts and similar can simply be melted inside the lock with a torch. You showed the lock on the back of a trailer. What kind of testing havewill you do to determine if it can handle the roughness, shaking, bouncing, vibrating, etc that being on the road can present Will all the electronics be secure When taking the back off to replace the battery, it appears to screw off. How is it held in place What if somebody took a pair of slip jaw pliers or a moneypipe wrench to the back and tried turning it off You also said that you can use a pin to replace the battery when it is dead and you cant open the lock. Will a pin allow somebody to remove the rear cover This would mean anybody could remove it and attack the lock from the inside. rendering even the beefiest lock childs play to break into",1812220599
458972,697,"Ive hung in there on this project to what feels like the bitter end but, with no hint of a Windows Phone app or evidence of one being in the works, Im ready to drop out and request a refund. There have been multiple updates for the iOS and Android apps already so one can only imagine that if the intent were there a WP8 app could have been developed by now. If Im wrong and there is a Windows Phone app coming within months, not years, let me know and I wont submit the refund request.",419441561
444149,1,I have been having fun calibrating my oven with the ControlLeo2. I did not notice this till lately. My package is missing the fibreglass cable sheaths. This was my preControlLeo2 build  httpwhatnicklife.blogspot.com.au201412reflowovencontrollerwithmultimeter.html. I will post some updates after the calibration finishes.,1150671832
151618,1125,"Getting our shirts!! Stop supporting this guy, hes a cheat and a fraud!",432703172
3667,2162,"I would love a refund. My printer is dead, i email and get no response. Buccy peeps please msg me.",653475927
304801,200,Important Message The recipient alias is invalid. Please enter a valid email address or an existing alias. So please contact with amazon about your account. Your account cant accept refund.,669388923
10698,1339,"Keith, I have done some digging and it appears no one will get any form of refund until after the campaign ends, whatever that means.",1310343271
471579,2975,I got my desk from a dead guy......... estate sale ftw.... or loose,2056734343
366398,822,"Nicolas  Actually it was never to deliver Dec 2012, but Feb 2013 to Apr 2013 depending on when you ordered. Sure, the guys should have communicated better and kept the schedule better, but this is Kickstarter after all, where being half a year late is pretty much the average. ",648729703
165942,1460,"Thanks for the clarification. What about the Nexus 5 That can be sold unlocked and also work with Sprint but not Verizon. How is that different Also, seems a little interesting that you knew in December about the issue, but only canceled until now.",550709039
356153,2067,"Steffen, doubt it. Ilumi seems to have the same unrealistic estimate as LIFX had for getting certification done Ilumi hasnt even allowed for a month in their project timeframes to get CE, FCC and UL done. And LIFX is running into three months just for that part alone! So no, you wont get Ilumi before LIFX. Youll probably start seeing the same complaints about their lateness in January or so.",1234309959
119632,1141,"Ethan  I bow down to your superior experience. Take your refund, go away, shop on Amazon. Twit!",1426744634
139063,0,"Just to update I got the last replacement pen a while back and it works. Its still problematic when it comes to the PLA but not as bad and it still functions unlike the other pens I had issues with. I got myself a fine piece of wire because what I notice when I use the PLA the tip gets gunked up and causes the pen to jam. After u jamming the pen I use the fine wire to clear out the tip and the PLA flows well again until the next time it backs up. I will say this. I am unable to use the full PLA stick because issues start to arise when the stick gets to the end. So I have to open the hatch and take out the remainder of the stick. Its pretty wasteful of you dont have a version one pen, I do so I snip the ends and use them in my version one pens. I have no issues whatsoever with the ABS setting. But overall compared to the other 3 pens I had issues with prior to, this latest one is much more improved and at least this one functions. As I said the very fine wire to clean out the tip works well and gets the pen functioning quicker.",794945037
166122,1640,hey anyone having troubles refunding,550709039
255168,1351,"Hi Team, This is really bad, atleast you reply to the backers post. How much of your time that gonna take you it would take hardly few mins. Seriously didnt expect this from your team.Really disappointing.",1916988460
336350,17,"I pledged for September 2014 Explorer version, paid 299, still got nothing. Ive sent private messages to the makers, but no answer for a month! I am starting to think, its became a scam... Even if you dont have any new information, please respond! So i decided to demand full refund for my money. Who is with me",2052682273
449606,35,Disputed. Refunded. RoninM. Peace out TA.,1616591982
90375,7291,"Alanthegreat I wish this was a real room that we could all be in, so that I could hug all of your family members. I wish you and your family strength and love, always. Please know that we all appreciate that you are sharing your experiences and video with all of us. Please do not feel bad about having to lower your pledge because as your family is officially a part of a larger RR Family...you know that we all want the best for all of you...your health comes first. A family is supposed to help each other and that is why we are all in this together. We will make it to the 5M together because we will all help out. It is wonderful that you want to help and your video and words are a huge help to all of us. You inspire us to have the strength to do more and we will do more so that you will not have to feel bad about anything. Stay strong and know that we will all get there together and we can all share in the benefits too! hugs for your family Thank you for sharing! 3",557230947
410087,13,I really cant wait any longer and Im not angry. I was let down. I would ask for a refund but its been so long since I back this project Ive switched banks twice... Its a bittersweet world for the left hand man. I really hope things sort themselves out but Ive all but given up hope on seeing my Mycestro...,964335740
356113,2027,Increasingly fFrustrated with the lack of communication and the extensive delays of this project. ,1234309959
374240,22,"Im so excited for this, the delays have been understandable and sufficient notice was given along with a solid explanation for it, good that you guys understand how to communicate via kickstarter unlike a lot of projects of late! Cant wait for this... wonder if you guys will try printing a Yoda model as a test piece P",1025701043
444833,463,"nsa would look for possible threats to its citizens, whether potential scammers on a global scale. putting this here to ensure it is in a database of what was done using kickstarter as a backdoor to scamming innocent people.",1552817127
155187,4694,"Six that would make a lot of sense, and would answer the question as to what happened to those shirts that arrived late October when nothing was shipped other than rejects until late December early January.",432703172
5164,3659,"Technically they could as they stated that it would only be supported if they hit 1M which is en enticement goal to get more money. Theres another 3d Printer here on Kickstarter that claims The ABS that we sell doesnt smell bad at all, in fact you can barely smell it unless you stick your nose right where the print is going on ProtoParadigm filament.  This might be an option. If Pirate3D ws smart theyde include the ABS support but put a giant disclaimer and Suggested operating instructions. This would make it so no liability is on them ifwhen people print in ABS.",653475927
44065,151,"I do not have my bigfoot either. As he has production problems I offered him to cancel the order, free to him to keep some of the money, but I had no answer ...",1010631065
331504,24,"Bharat  Please try a different USB cable andor a different PC. The board is almost certainly going into the right mode. If you dont get a new device with that ID, its almost certainly a bad cable. Just so you know, when we test each board, the LED blink is loaded through the USB. Its not loaded during the bedofnails test. If your board is blinking when you plug it in, that code got onto the board via the USB cable we use here for testing.",746779028
138761,499,Jonathan  there might be a very small delay but only a couple of weeks. New update will be going out today.,1936958984
18266,1479,REFUND NOW!,1266811052
230805,228,Chinese new year delay ..in the next update,1423977167
466868,1908,"Lewis Liu, that would likely require reengineering the system. Not to mention that they would need to send the units to the UL for recertification, which would at best delay shipment of the orders. Dont get me wrong, Id love to see it happen, but I doubt its feasible. Doing it for a V2 is probably the best possibility.",617487840
266389,586,How about refunding EVERY Kickstarter member so they can go buy at Staples Yeah that will happen,1042353389
2640,1135,"Hi guys! Just a reminder that the refund schedule has already been sent out and each individual that has a refund due should already know when to expect theirs. Thus far there has been no change on this schedule but if we have any good news well let you guys know first. If you have any queries with regards to your own refund, please drop us an email at contactpirate3d.com. Fair winds, Kenneth",653475927
346306,48,"So, another project which has committed fraud and run off with our hard earned cash. Im learning pretty quickly, Kickstarter is just a way for me to unwittingly donate to someone elses bank account.",1105482463
193914,495,"I am also looking for a refund. I backed a prototype that was supposed to be in manufacturing stage now and not some renderings of a coffee maker. This violates kickstarter rules as creator has effectively shown only a rendering and has no actual prototype! I have lost faith in this project with the creator disappearing now and then and replying as and when he feels like it. There is no evidence of an actual working prototype, just some empty promises to string us along every 1 or 2 months.",650012718
136025,699,"8572 Not one replied to message or Tweet. Seriously not impressed. Do we get a credit for late, sorry VERY late delivery if it ever arrives!! Customer service is nonexistent. After great updates during the process, its all become a shambles. Frustrated to say the least! ",27174402
172943,8461,"drtime 0.8 meters is much less than most all smart phones, it does not mean it will break but it doesnt mean it wont either. Thats a really bad rating 0.8meters, 2.6 ft. 2.6 ft are you serious. So we will get a keyboard but we cant get an impact rating over 2.6ft what are we all 4 feet 6 inches tall. I dont care what anyone says 2.6ft one drop and you will be replacing it.",550709039
87910,4826,"With all the comments, I have a bad feeling that it will go from 99,997 to 100,001..... but on the bright side, I DO see it going over 100K",557230947
485849,26,mark Their response Is very delayed. And they have not been answering any question about additional batteries in the same pledge.,26443598
147876,175,"Hello  HUGE ISSUES HERE. my rocki has not been delivered. I received a letter from the post office asking to pay 60 euros in duties for a parcel from Hong Kong, that is the Rocki. Crazy isnit I wrote and asked Rocki team for a refund of either the duties I am not going to pick up and pay 60 euros of duties myself, over a 199 order or a full refund of the order. Their answer duties is my problem!!!. What a ! customer service After long emails they agreed to refund full order in 3 days, after 2 weeks nothing and no more answers to my emails !!!! IT FEELS LIKE BEING CHEATED AND RUBBED OF MONEY HERE!! is anybody else having the same HUGE ISSUES I had a lot of patience in last 4 months but now there are really not taking care of their backers ",587548323
444838,468,"For his personal information, I repost what I posted on 3 days ago All you have to do is go to the who.is site and type in taylors domain taylorbeck.me and you get all the information you need to contact him. Good luck everyone with getting your refunds!",1552817127
329123,270,"Darn it...just saw the 1 amp max output, have to cancel my support.  If you guys bring it up to 2.1 amps, Im in!",2130407780
